srcid,destid,Day,Month,DayM_cumsum_seatcount,DayM_cumsum_searchcount
3,47,2,5,69.91935484,1484.516129
3,47,2,6,116.6935484,2945.403226
3,47,2,7,95.80645161,2097.580645
3,47,2,8,52.01612903,1266.209677
3,47,2,9,90.96774194,2411.774194
3,47,2,10,134.4354839,4205
3,47,2,11,113.1451613,3354.354839
3,47,2,12,69.51612903,1864.274194
3,47,3,1,30.96774194,907.983871
3,47,3,2,28.14516129,893.1451613
3,47,3,3,92.98387097,1456.612903
3,47,3,4,80.40322581,1509.112903
3,47,3,5,82.58064516,1459.112903
3,47,3,6,113.3064516,2002.903226
3,47,3,7,71.12903226,1668.467742
3,47,3,8,57.5,1352.983871
3,47,3,9,116.9354839,2925
3,47,3,10,96.85483871,2290.483871
3,47,3,11,206.1290323,9412.5
3,47,3,12,99.75806452,2687.66129
3,47,4,1,27.66129032,806.0483871
3,47,4,2,50.16129032,1490.564516
3,47,4,3,67.82258065,1070.887097
3,47,4,4,73.70967742,1203.387097
3,47,4,5,75.80645161,1266.048387
3,47,4,6,115.1612903,2500.564516
3,47,4,7,65.16129032,1220.725806
3,47,4,8,85.88709677,2105.887097
3,47,4,9,81.37096774,2333.064516
3,47,4,10,94.59677419,2125.16129
3,47,4,11,111.3709677,4485.806452
3,47,4,12,90.80645161,2366.370968
3,47,5,1,29.67741935,968.3064516
3,47,5,2,35.48387097,1243.951613
3,47,5,3,68.22580645,1060
3,47,5,4,59.35483871,1112.096774
3,47,5,5,79.59677419,1742.096774
3,47,5,6,80.64516129,2117.983871
3,47,5,7,60.08064516,1307.419355
3,47,5,8,64.75806452,1746.209677
3,47,5,9,55.16129032,1670.564516
3,47,5,10,85.32258065,2413.225806
3,47,5,11,103.8709677,3172.258065
3,47,5,12,86.77419355,2116.693548
3,47,6,1,31.20967742,940.6451613
3,47,6,2,26.4516129,734.1129032
3,47,6,3,47.58064516,963.7096774
3,47,6,4,79.35483871,1199.919355
3,47,6,5,80.08064516,1326.048387
3,47,6,6,60.16129032,1446.209677
3,47,6,7,63.30645161,1186.774194
3,47,6,8,93.87096774,1984.677419
3,47,6,9,49.59677419,1609.435484
3,47,6,10,88.5483871,2579.193548
3,47,6,11,102.9032258,2342.419355
3,47,6,12,90.88709677,2144.758065
3,47,7,1,51.0483871,1118.951613
3,47,7,2,25.88709677,932.983871
3,47,7,3,54.19354839,1037.903226
3,47,7,4,57.82258065,1076.935484
3,47,7,5,103.7096774,1750.16129
3,47,7,6,89.11290323,2310.967742
3,47,7,7,92.90322581,2004.274194
3,47,7,8,68.38709677,1551.612903
3,47,7,9,47.09677419,1415.241935
3,47,7,10,73.62903226,1601.854839
3,47,7,11,58.9516129,1759.032258
3,47,7,12,97.82258065,2450.403226
3,47,8,1,29.43548387,650.483871
3,47,8,2,27.09677419,538.4677419
3,47,8,3,52.09677419,1138.467742
3,47,8,4,52.74193548,970.2419355
3,47,8,5,68.5483871,1152.983871
3,47,8,6,133.5483871,2590.967742
3,47,8,7,78.38709677,1485.645161
3,47,8,8,74.91935484,1528.225806
3,47,8,9,152.983871,5211.612903
3,47,8,10,80.64516129,1756.209677
3,47,8,11,81.85483871,2078.387097
3,47,8,12,126.8548387,3565.322581
3,47,9,1,21.12903226,526.7741935
3,47,9,2,31.93548387,954.0322581
3,47,9,3,68.5483871,1195.483871
3,47,9,4,100,2032.016129
3,47,9,5,55.64516129,1098.951613
3,47,9,6,119.7580645,2739.919355
3,47,9,7,93.87096774,1830.483871
3,47,9,8,77.41935484,1955
3,47,9,9,124.5967742,4031.451613
3,47,9,10,70.56451613,1987.741935
3,47,9,11,87.74193548,2254.193548
3,47,9,12,84.03225806,2351.209677
3,47,10,1,32.41935484,1303.467742
3,47,10,2,45.96774194,1266.935484
3,47,10,3,123.9516129,2800.241935
3,47,10,4,80.56451613,1584.83871
3,47,10,5,75.80645161,1781.774194
3,47,10,6,115.4032258,2136.451613
3,47,10,7,69.51612903,1598.870968
3,47,10,8,77.17741935,1981.290323
3,47,10,9,117.8225806,3771.129032
3,47,10,10,71.77419355,1954.677419
3,47,10,11,110.4032258,3626.935484
3,47,10,12,94.51612903,2712.177419
3,47,11,1,30.24193548,1073.145161
3,47,11,2,84.59677419,2257.66129
3,47,11,3,74.03225806,1505.645161
3,47,11,4,55.48387097,1360.241935
3,47,11,5,79.91935484,1696.935484
3,47,11,6,95.08064516,2272.016129
3,47,11,7,52.5,1234.919355
3,47,11,8,125.0806452,3670.241935
3,47,11,9,81.85483871,2564.112903
3,47,11,10,61.20967742,1815.806452
3,47,11,11,71.37096774,2118.306452
3,47,11,12,78.9516129,1780.645161
3,47,12,1,38.9516129,2131.048387
3,47,12,2,55.96774194,1484.919355
3,47,12,3,99.83870968,1551.612903
3,47,12,4,63.38709677,1350.645161
3,47,12,5,59.43548387,1420.080645
3,47,12,6,86.37096774,1744.274194
3,47,12,7,69.43548387,1421.693548
3,47,12,8,73.5483871,1917.419355
3,47,12,9,78.9516129,2158.790323
3,47,12,10,140.3225806,2910.080645
3,47,12,11,61.12903226,1928.870968
3,47,12,12,70.72580645,1815.403226
3,47,13,1,40.08064516,1283.145161
3,47,13,2,38.9516129,1183.870968
3,47,13,3,62.33870968,1438.467742
3,47,13,4,84.43548387,1935.322581
3,47,13,5,280.5645161,15150.80645
3,47,13,6,61.85483871,1328.064516
3,47,13,7,60,1423.306452
3,47,13,8,59.43548387,1505
3,47,13,9,78.62903226,2149.274194
3,47,13,10,301.6129032,11340.72581
3,47,13,11,117.8225806,3215.645161
3,47,13,12,80.80645161,1864.112903
3,47,14,1,26.93548387,811.6129032
3,47,14,2,55.88709677,1552.580645
3,47,14,3,49.03225806,1091.774194
3,47,14,4,128.8709677,4575.564516
3,47,14,5,232.4193548,11834.1129
3,47,14,6,67.17741935,1509.274194
3,47,14,7,77.41935484,2305.806452
3,47,14,8,75.40322581,2713.225806
3,47,14,9,66.12903226,1907.983871
3,47,14,10,151.4516129,8004.677419
3,47,14,11,85.32258065,2314.032258
3,47,14,12,83.9516129,2039.354839
3,47,15,1,156.2903226,4616.451613
3,47,15,2,45.24193548,1145.483871
3,47,15,3,66.20967742,1346.370968
3,47,15,4,93.30645161,2447.177419
3,47,15,5,147.2580645,8238.225806
3,47,15,6,54.91935484,1415
3,47,15,7,65.48387097,1823.467742
3,47,15,8,130.7258065,3557.983871
3,47,15,9,96.61290323,3338.548387
3,47,15,10,120.1612903,5507.177419
3,47,15,11,97.66129032,2193.225806
3,47,15,12,147.0967742,3550
3,47,16,1,165.483871,8603.306452
3,47,16,2,27.82258065,943.0645161
3,47,16,3,70.72580645,1463.064516
3,47,16,4,80,1399.112903
3,47,16,5,111.9354839,4785.080645
3,47,16,6,73.46774194,1852.177419
3,47,16,7,76.12903226,1778.951613
3,47,16,8,64.19354839,2027.258065
3,47,16,9,90.72580645,2520.725806
3,47,16,10,101.8548387,3820.967742
3,47,16,11,94.75806452,2454.435484
3,47,16,12,99.75806452,2552.096774
3,47,17,1,179.2741935,10021.04839
3,47,17,2,52.41935484,1420.967742
3,47,17,3,90.16129032,1707.903226
3,47,17,4,55.24193548,1389.758065
3,47,17,5,93.38709677,3537.177419
3,47,17,6,71.93548387,1934.274194
3,47,17,7,75.16129032,1683.145161
3,47,17,8,106.4516129,2650.16129
3,47,17,9,56.61290323,1959.274194
3,47,17,10,57.17741935,2090.241935
3,47,17,11,117.7419355,3902.741935
3,47,17,12,98.14516129,2378.709677
3,47,18,1,101.6935484,6136.451613
3,47,18,2,80.48387097,2723.306452
3,47,18,3,65.80645161,1135.645161
3,47,18,4,69.43548387,1406.774194
3,47,18,5,107.9032258,4508.306452
3,47,18,6,89.75806452,1768.548387
3,47,18,7,71.0483871,1616.935484
3,47,18,8,175.6451613,6126.693548
3,47,18,9,81.93548387,2012.983871
3,47,18,10,68.9516129,2115.967742
3,47,18,11,108.9516129,2804.435484
3,47,18,12,71.53225806,1743.064516
3,47,19,1,93.5483871,4063.548387
3,47,19,2,51.69354839,1618.306452
3,47,19,3,64.59677419,985.5645161
3,47,19,4,52.09677419,1311.935484
3,47,19,5,111.0483871,5103.709677
3,47,19,6,88.30645161,1418.306452
3,47,19,7,80.16129032,1678.306452
3,47,19,8,153.1451613,5862.66129
3,47,19,9,82.66129032,2523.306452
3,47,19,10,82.82258065,2345.967742
3,47,19,11,97.33870968,3146.612903
3,47,19,12,61.77419355,1504.274194
3,47,20,1,128.8709677,5863.548387
3,47,20,2,43.14516129,1104.758065
3,47,20,3,55.72580645,1028.145161
3,47,20,4,65.80645161,1574.354839
3,47,20,5,112.983871,4012.33871
3,47,20,6,52.74193548,1002.741935
3,47,20,7,65.56451613,1956.693548
3,47,20,8,132.6612903,4352.741935
3,47,20,9,83.38709677,2659.919355
3,47,20,10,90.96774194,3530.967742
3,47,20,11,103.7096774,2145.725806
3,47,20,12,77.5,2088.387097
3,47,21,1,127.016129,7593.790323
3,47,21,2,38.38709677,1005.483871
3,47,21,3,42.82258065,832.5806452
3,47,21,4,103.2258065,2865.967742
3,47,21,5,119.6774194,3115
3,47,21,6,53.79032258,1316.532258
3,47,21,7,82.90322581,2738.064516
3,47,21,8,96.93548387,2645.564516
3,47,21,9,66.69354839,2091.774194
3,47,21,10,104.2741935,2762.822581
3,47,21,11,70.96774194,1652.258065
3,47,21,12,96.77419355,2563.306452
3,47,22,1,62.17741935,3508.548387
3,47,22,2,41.4516129,1058.064516
3,47,22,3,71.69354839,1277.177419
3,47,22,4,75.96774194,1465.564516
3,47,22,5,83.14516129,2634.193548
3,47,22,6,68.06451613,1254.032258
3,47,22,7,80.08064516,1776.048387
3,47,22,8,70.24193548,2101.532258
3,47,22,9,75.80645161,2325.080645
3,47,22,10,54.03225806,1358.387097
3,47,22,11,70.72580645,1765.645161
3,47,22,12,92.58064516,2910.564516
3,47,23,1,41.93548387,1640.241935
3,47,23,2,37.17741935,1197.177419
3,47,23,3,60,1316.209677
3,47,23,4,91.77419355,1796.612903
3,47,23,5,77.98387097,2138.548387
3,47,23,6,86.61290323,1734.83871
3,47,23,7,78.14516129,1948.467742
3,47,23,8,84.27419355,2101.370968
3,47,23,9,77.74193548,1873.870968
3,47,23,10,75.72580645,1576.129032
3,47,23,11,90.08064516,2132.016129
3,47,23,12,80.96774194,2059.596774
3,47,24,1,37.33870968,1602.741935
3,47,24,2,58.62903226,1024.758065
3,47,24,3,83.46774194,1797.741935
3,47,24,4,99.91935484,1774.516129
3,47,24,5,87.58064516,1732.66129
3,47,24,6,64.59677419,1677.177419
3,47,24,7,58.30645161,1478.387097
3,47,24,8,86.85483871,2085.564516
3,47,24,9,100.483871,3117.5
3,47,24,10,141.8548387,4134.435484
3,47,24,11,92.17741935,2601.048387
3,47,24,12,82.5,2348.951613
3,47,25,1,45.24193548,2030.887097
3,47,25,2,72.98387097,2192.33871
3,47,25,3,94.19354839,1805.725806
3,47,25,4,79.51612903,1419.193548
3,47,25,5,100.483871,1969.435484
3,47,25,6,80.56451613,1299.677419
3,47,25,7,45.16129032,1173.790323
3,47,25,8,120.0806452,3407.016129
3,47,25,9,63.46774194,1825
3,47,25,10,149.516129,5618.467742
3,47,25,11,88.9516129,2040.403226
3,47,25,12,127.9032258,3950.322581
3,47,26,1,24.59677419,1217.822581
3,47,26,2,53.06451613,1450.322581
3,47,26,3,92.98387097,1741.451613
3,47,26,4,66.37096774,1561.693548
3,47,26,5,100,2756.693548
3,47,26,6,56.61290323,1143.467742
3,47,26,7,52.25806452,1345.483871
3,47,26,8,99.67741935,2549.83871
3,47,26,9,48.9516129,1369.919355
3,47,26,10,96.85483871,3285.241935
3,47,26,11,91.4516129,2092.5
3,47,26,12,95.24193548,2959.758065
3,47,27,1,47.58064516,1645.967742
3,47,27,2,37.5,954.1129032
3,47,27,3,84.19354839,1545.16129
3,47,27,4,75.40322581,1426.854839
3,47,27,5,80.88709677,2106.612903
3,47,27,6,48.14516129,1045.967742
3,47,27,7,53.87096774,1376.532258
3,47,27,8,106.6935484,2328.548387
3,47,27,9,55.56451613,1689.919355
3,47,27,10,127.4193548,3332.016129
3,47,27,11,77.01612903,2075.080645
3,47,27,12,71.61290323,2473.629032
3,47,28,1,92.41935484,3253.548387
3,47,28,2,53.14516129,1112.903226
3,47,28,3,68.70967742,1312.66129
3,47,28,4,96.61290323,2066.693548
3,47,28,5,87.74193548,1837.177419
3,47,28,6,53.22580645,1014.354839
3,47,28,7,75.64516129,1985.080645
3,47,28,8,84.51612903,2117.419355
3,47,28,9,67.17741935,1434.677419
3,47,28,10,109.1935484,3072.419355
3,47,28,11,55.72580645,1275.080645
3,47,28,12,91.37096774,2112.983871
3,47,29,1,37.82258065,1383.145161
3,47,29,2,104.0322581,2397.096774
3,47,29,3,41.69354839,916.5322581
3,47,29,4,81.85483871,1587.096774
3,47,29,5,92.98387097,1711.048387
3,47,29,6,50.32258065,994.5967742
3,47,29,7,77.01612903,1729.919355
3,47,29,8,60.08064516,1789.274194
3,47,29,9,79.19354839,2070.725806
3,47,29,10,116.2096774,4363.629032
3,47,29,11,62.09677419,1466.935484
3,47,29,12,100.3225806,2959.193548
3,47,30,1,23.30645161,1001.451613
3,47,30,3,65.24193548,1287.822581
3,47,30,4,94.03225806,1440
3,47,30,5,57.98387097,1376.209677
3,47,30,6,83.87096774,2067.983871
3,47,30,7,83.14516129,1886.129032
3,47,30,8,81.20967742,2041.693548
3,47,30,9,84.11290323,1825.16129
3,47,30,10,69.27419355,2964.193548
3,47,30,11,66.53225806,1446.370968
3,47,30,12,91.37096774,2594.83871
3,47,31,1,26.93548387,1224.354839
3,47,31,3,86.20967742,2082.741935
3,47,31,5,86.85483871,1687.419355
3,47,31,7,60.88709677,1774.758065
3,47,31,8,96.53225806,2317.258065
3,47,31,10,51.77419355,1691.209677
3,47,31,12,31.77419355,1693.548387
4,29,1,1,69.59677419,1093.306452
4,29,1,2,34.11290323,639.1129032
4,29,1,3,63.70967742,984.9193548
4,29,1,4,81.61290323,1112.822581
4,29,1,5,67.66129032,1181.290323
4,29,1,6,109.9193548,1954.274194
4,29,1,7,114.1935484,1604.112903
4,29,1,8,80.96774194,1253.145161
4,29,1,9,92.98387097,1462.580645
4,29,1,10,75.88709677,1183.951613
4,29,1,11,84.67741935,1565
4,29,1,12,77.58064516,1211.612903
4,29,2,1,73.79032258,940.6451613
4,29,2,2,44.67741935,732.1774194
4,29,2,3,57.5,857.5806452
4,29,2,4,53.22580645,885.2419355
4,29,2,5,62.25806452,956.5322581
4,29,2,6,106.6129032,1610.564516
4,29,2,7,89.59677419,1614.596774
4,29,2,8,79.67741935,1310.645161
4,29,2,9,111.2903226,1724.919355
4,29,2,10,72.25806452,1194.516129
4,29,2,11,80.64516129,1337.419355
4,29,2,12,74.83870968,1112.741935
4,29,3,1,45.40322581,805.3225806
4,29,3,2,65.56451613,991.9354839
4,29,3,3,70.56451613,1037.822581
4,29,3,4,55,768.2258065
4,29,3,5,67.74193548,1131.209677
4,29,3,6,105.6451613,1319.112903
4,29,3,7,88.38709677,1314.435484
4,29,3,8,80.56451613,1380.483871
4,29,3,9,81.29032258,1367.822581
4,29,3,10,78.38709677,1250.564516
4,29,3,11,112.016129,1975.645161
4,29,3,12,76.85483871,1304.193548
4,29,4,1,35.72580645,702.8225806
4,29,4,2,45.72580645,845.8064516
4,29,4,3,83.22580645,1011.935484
4,29,4,4,46.4516129,886.7741935
4,29,4,5,101.4516129,1688.870968
4,29,4,6,66.12903226,1157.177419
4,29,4,7,93.46774194,1315.887097
4,29,4,8,91.61290323,1444.032258
4,29,4,9,66.37096774,1069.596774
4,29,4,10,79.67741935,1321.854839
4,29,4,11,115.2419355,1956.854839
4,29,4,12,86.69354839,1088.709677
4,29,5,1,42.41935484,919.4354839
4,29,5,2,38.5483871,621.5322581
4,29,5,3,65.08064516,866.1290323
4,29,5,4,58.46774194,1120.403226
4,29,5,5,115.483871,1501.048387
4,29,5,6,77.5,1026.935484
4,29,5,7,81.85483871,1534.193548
4,29,5,8,97.74193548,1620.645161
4,29,5,9,66.77419355,955.8870968
4,29,5,10,102.9032258,1704.596774
4,29,5,11,80.88709677,1461.774194
4,29,5,12,66.37096774,1059.193548
4,29,6,1,55.24193548,1013.548387
4,29,6,2,28.38709677,517.8225806
4,29,6,3,62.66129032,766.3709677
4,29,6,4,87.90322581,1565.887097
4,29,6,5,136.5322581,1843.951613
4,29,6,6,71.69354839,1063.467742
4,29,6,7,110.8870968,1489.032258
4,29,6,8,75.72580645,1292.096774
4,29,6,9,86.85483871,1292.33871
4,29,6,10,117.9032258,2044.919355
4,29,6,11,71.20967742,1409.193548
4,29,6,12,88.46774194,1129.919355
4,29,7,1,41.77419355,719.1129032
4,29,7,2,28.14516129,590.6451613
4,29,7,3,55.48387097,949.8387097
4,29,7,4,85.80645161,1307.903226
4,29,7,5,75.72580645,1312.016129
4,29,7,6,89.43548387,1359.032258
4,29,7,7,97.74193548,1390.403226
4,29,7,8,69.03225806,1235.483871
4,29,7,9,88.38709677,1549.435484
4,29,7,10,137.7419355,2620.483871
4,29,7,11,58.38709677,1104.193548
4,29,7,12,73.14516129,1240.725806
4,29,8,1,41.37096774,680.9677419
4,29,8,2,35.24193548,611.4516129
4,29,8,3,57.82258065,1323.870968
4,29,8,4,69.27419355,1075.806452
4,29,8,5,68.30645161,886.1290323
4,29,8,6,105.5645161,1567.016129
4,29,8,7,97.17741935,1327.741935
4,29,8,8,61.12903226,1095.887097
4,29,8,9,103.1451613,1682.66129
4,29,8,10,297.6612903,5821.048387
4,29,8,11,73.46774194,1477.016129
4,29,8,12,79.35483871,1256.209677
4,29,9,1,37.98387097,660.9677419
4,29,9,2,54.11290323,958.9516129
4,29,9,3,85.64516129,1472.016129
4,29,9,4,69.19354839,1325.080645
4,29,9,5,66.0483871,864.7580645
4,29,9,6,85.08064516,1346.129032
4,29,9,7,76.12903226,1149.677419
4,29,9,8,79.59677419,1366.129032
4,29,9,9,104.4354839,1555.564516
4,29,9,10,242.5806452,4685.725806
4,29,9,11,79.11290323,1493.467742
4,29,9,12,93.14516129,1641.290323
4,29,10,1,29.11290323,590.8064516
4,29,10,2,61.29032258,928.6290323
4,29,10,3,81.93548387,1154.193548
4,29,10,4,168.0645161,3645.967742
4,29,10,5,65.72580645,1180.645161
4,29,10,6,102.8225806,1367.258065
4,29,10,7,92.66129032,1299.596774
4,29,10,8,89.27419355,1471.290323
4,29,10,9,78.87096774,1401.854839
4,29,10,10,91.29032258,1797.096774
4,29,10,11,114.3548387,2142.177419
4,29,10,12,64.03225806,1212.5
4,29,11,1,35.88709677,601.0483871
4,29,11,2,36.12903226,627.5
4,29,11,3,92.98387097,1193.548387
4,29,11,4,141.9354839,3155.483871
4,29,11,5,77.66129032,1145.806452
4,29,11,6,65.40322581,973.6290323
4,29,11,7,83.79032258,1101.451613
4,29,11,8,87.74193548,1520.564516
4,29,11,9,79.75806452,1416.612903
4,29,11,10,66.4516129,1235
4,29,11,11,117.2580645,1789.516129
4,29,11,12,81.69354839,1216.370968
4,29,12,1,58.22580645,1114.435484
4,29,12,2,44.75806452,762.2580645
4,29,12,3,68.87096774,1053.709677
4,29,12,4,123.5483871,1765.483871
4,29,12,5,83.30645161,1116.532258
4,29,12,6,75.56451613,1012.177419
4,29,12,7,104.2741935,1411.612903
4,29,12,8,112.016129,1657.66129
4,29,12,9,66.61290323,1164.274194
4,29,12,10,57.01612903,939.9193548
4,29,12,11,60.96774194,1187.5
4,29,12,12,80.72580645,1259.274194
4,29,13,1,61.20967742,1099.112903
4,29,13,2,30.16129032,638.9516129
4,29,13,3,77.5,1000.080645
4,29,13,4,158.3064516,2387.016129
4,29,13,5,89.67741935,1009.758065
4,29,13,6,64.19354839,933.3064516
4,29,13,7,78.9516129,1128.387097
4,29,13,8,72.33870968,1171.532258
4,29,13,9,113.3064516,2091.129032
4,29,13,10,96.61290323,1604.032258
4,29,13,11,73.22580645,1302.177419
4,29,13,12,110.8064516,2209.516129
4,29,14,1,24.19354839,427.9032258
4,29,14,2,26.0483871,504.1129032
4,29,14,3,64.51612903,1003.064516
4,29,14,4,72.01612903,1199.516129
4,29,14,5,67.98387097,892.016129
4,29,14,6,98.30645161,1169.435484
4,29,14,7,83.62903226,1210.080645
4,29,14,8,88.30645161,1771.935484
4,29,14,9,109.0322581,1890.806452
4,29,14,10,168.3064516,2141.451613
4,29,14,11,134.8387097,1934.193548
4,29,14,12,190.483871,3314.274194
4,29,15,1,22.66129032,514.1129032
4,29,15,2,39.83870968,694.4354839
4,29,15,3,77.5,1110.645161
4,29,15,4,88.9516129,1252.5
4,29,15,5,65.40322581,923.6290323
4,29,15,6,112.9032258,1894.032258
4,29,15,7,120.7258065,1458.306452
4,29,15,8,47.09677419,1295.241935
4,29,15,9,95.24193548,1816.129032
4,29,15,10,109.6774194,1609.919355
4,29,15,11,116.6129032,1915.564516
4,29,15,12,184.7580645,3535.887097
4,29,16,1,91.85483871,1109.516129
4,29,16,2,34.11290323,760
4,29,16,3,63.30645161,1076.129032
4,29,16,4,144.516129,1888.548387
4,29,16,5,45,748.3064516
4,29,16,6,75.16129032,1161.693548
4,29,16,7,81.69354839,1060.725806
4,29,16,8,116.2096774,1916.209677
4,29,16,9,98.22580645,1695.564516
4,29,16,10,83.14516129,1359.274194
4,29,16,11,80.56451613,1654.919355
4,29,16,12,228.7903226,4173.870968
4,29,17,1,71.85483871,1122.66129
4,29,17,2,31.77419355,619.0322581
4,29,17,3,65.16129032,1147.419355
4,29,17,4,118.3064516,1494.677419
4,29,17,5,61.37096774,921.6935484
4,29,17,6,82.01612903,1237.741935
4,29,17,7,92.5,1214.112903
4,29,17,8,80.24193548,1530.080645
4,29,17,9,69.51612903,1272.66129
4,29,17,10,92.41935484,1530.564516
4,29,17,11,80.08064516,1645.080645
4,29,17,12,126.2096774,2159.677419
4,29,18,1,50,827.3387097
4,29,18,2,34.03225806,788.1451613
4,29,18,3,77.90322581,994.4354839
4,29,18,4,95.96774194,1300.967742
4,29,18,5,74.67741935,1123.064516
4,29,18,6,96.53225806,1293.629032
4,29,18,7,74.51612903,1109.435484
4,29,18,8,92.5,1409.677419
4,29,18,9,73.79032258,1279.919355
4,29,18,10,121.8548387,2201.774194
4,29,18,11,102.4193548,1567.177419
4,29,18,12,100.483871,1476.935484
4,29,19,1,47.58064516,751.3709677
4,29,19,2,28.5483871,577.6612903
4,29,19,3,62.09677419,1028.629032
4,29,19,4,95,1662.016129
4,29,19,5,83.30645161,1216.451613
4,29,19,6,74.43548387,1321.129032
4,29,19,7,80.08064516,1414.919355
4,29,19,8,102.2580645,1461.451613
4,29,19,9,80.24193548,1258.225806
4,29,19,10,189.4354839,3072.177419
4,29,19,11,73.06451613,1242.419355
4,29,19,12,79.35483871,1081.532258
4,29,20,1,65.56451613,1302.822581
4,29,20,2,28.87096774,481.3709677
4,29,20,3,77.82258065,1017.258065
4,29,20,4,122.3387097,2046.693548
4,29,20,5,90.64516129,1110.322581
4,29,20,6,67.82258065,980.0806452
4,29,20,7,94.51612903,1355.806452
4,29,20,8,93.14516129,1251.129032
4,29,20,9,85.40322581,1377.822581
4,29,20,10,295.8870968,4943.306452
4,29,20,11,71.77419355,1312.016129
4,29,20,12,99.59677419,1467.983871
4,29,21,1,55.64516129,981.4516129
4,29,21,2,35.16129032,686.6129032
4,29,21,3,61.12903226,1094.83871
4,29,21,4,139.4354839,2044.435484
4,29,21,5,55.80645161,1058.548387
4,29,21,6,62.66129032,1033.306452
4,29,21,7,101.4516129,1444.112903
4,29,21,8,79.51612903,1194.83871
4,29,21,9,73.79032258,1286.290323
4,29,21,10,144.8387097,2450.564516
4,29,21,11,69.67741935,1021.370968
4,29,21,12,101.1290323,1588.064516
4,29,22,1,37.17741935,675.3225806
4,29,22,2,29.83870968,703.3870968
4,29,22,3,89.75806452,1655.564516
4,29,22,4,105.8870968,1661.290323
4,29,22,5,83.38709677,1325.16129
4,29,22,6,72.41935484,1242.580645
4,29,22,7,98.70967742,1144.758065
4,29,22,8,80.16129032,1319.758065
4,29,22,9,82.66129032,1411.129032
4,29,22,10,70.40322581,1166.532258
4,29,22,11,79.43548387,1484.596774
4,29,22,12,99.67741935,1553.709677
4,29,23,1,40.24193548,610.6451613
4,29,23,2,55.64516129,1095.241935
4,29,23,3,98.9516129,1590.403226
4,29,23,4,97.58064516,1352.419355
4,29,23,5,69.91935484,975.4032258
4,29,23,6,87.98387097,1303.629032
4,29,23,7,82.41935484,997.7419355
4,29,23,8,87.41935484,1392.016129
4,29,23,9,89.43548387,1475.403226
4,29,23,10,49.43548387,969.9193548
4,29,23,11,86.37096774,1289.516129
4,29,23,12,128.6290323,1775.645161
4,29,24,1,41.61290323,627.0967742
4,29,24,2,38.30645161,787.9032258
4,29,24,3,75,1094.193548
4,29,24,4,90.16129032,1288.870968
4,29,24,5,83.38709677,1192.016129
4,29,24,6,85.16129032,1249.83871
4,29,24,7,91.53225806,1288.790323
4,29,24,8,78.46774194,1376.370968
4,29,24,9,74.19354839,1156.612903
4,29,24,10,65.96774194,975.483871
4,29,24,11,100.3225806,1872.66129
4,29,24,12,91.85483871,1557.33871
4,29,25,1,54.19354839,1017.096774
4,29,25,2,43.87096774,716.4516129
4,29,25,3,52.90322581,913.1451613
4,29,25,4,76.4516129,1163.064516
4,29,25,5,81.77419355,1115.322581
4,29,25,6,62.58064516,988.7096774
4,29,25,7,83.79032258,1233.548387
4,29,25,8,83.5483871,1299.516129
4,29,25,9,68.14516129,984.1129032
4,29,25,10,161.6129032,2214.919355
4,29,25,11,104.9193548,1533.145161
4,29,25,12,79.27419355,1341.532258
4,29,26,1,37.5,814.3548387
4,29,26,2,32.33870968,615.4032258
4,29,26,3,81.4516129,1115.887097
4,29,26,4,66.69354839,1304.112903
4,29,26,5,78.87096774,1271.129032
4,29,26,6,64.19354839,2341.693548
4,29,26,7,100.3225806,1642.903226
4,29,26,8,108.3064516,1766.935484
4,29,26,9,63.87096774,897.2580645
4,29,26,10,113.8709677,1897.983871
4,29,26,11,80.56451613,1364.516129
4,29,26,12,102.6612903,1457.5
4,29,27,1,47.41935484,757.016129
4,29,27,2,23.62903226,400.2419355
4,29,27,3,109.9193548,1463.467742
4,29,27,4,83.87096774,1302.096774
4,29,27,5,100.1612903,1244.677419
4,29,27,6,70.08064516,1302.983871
4,29,27,7,101.6129032,1525.483871
4,29,27,8,78.38709677,1435
4,29,27,9,87.01612903,2090
4,29,27,10,86.4516129,1445.080645
4,29,27,11,82.41935484,1327.258065
4,29,27,12,100.3225806,1495.564516
4,29,28,1,47.98387097,713.3870968
4,29,28,2,28.79032258,488.2258065
4,29,28,3,66.12903226,1127.741935
4,29,28,4,95.88709677,1263.548387
4,29,28,5,77.98387097,1057.177419
4,29,28,6,96.29032258,1465.645161
4,29,28,7,90.16129032,1406.935484
4,29,28,8,68.62903226,1110.16129
4,29,28,9,119.2741935,2023.790323
4,29,28,10,88.87096774,1693.064516
4,29,28,11,81.93548387,1338.387097
4,29,28,12,109.7580645,1870.645161
4,29,29,1,46.69354839,791.7741935
4,29,29,2,48.38709677,754.516129
4,29,29,3,66.61290323,1017.822581
4,29,29,4,102.983871,1173.225806
4,29,29,5,77.25806452,812.9032258
4,29,29,6,107.1774194,1593.709677
4,29,29,7,100.2419355,1431.532258
4,29,29,8,59.27419355,988.4677419
4,29,29,9,77.66129032,1625.16129
4,29,29,10,128.1451613,2199.516129
4,29,29,11,84.19354839,1251.612903
4,29,29,12,95.40322581,1588.870968
4,29,30,1,35.40322581,621.0483871
4,29,30,3,64.35483871,964.9193548
4,29,30,4,82.74193548,1214.596774
4,29,30,5,59.83870968,1106.532258
4,29,30,6,103.6290323,1244.596774
4,29,30,7,81.12903226,1170.967742
